task_i,task_j,S_ij_km
124,197,5.846512
124,198,4.638826
124,199,1.053445
124,200,-2.527383
125,126,2.034604
125,127,-1.726739
125,128,3.439004
125,129,0.115339
125,130,-4.718604
125,131,-0.595263
125,132,-0.159278
125,133,1.37516
125,134,0.240129
125,135,-0.512101
125,136,-0.952277
125,137,0.95545
125,138,-0.716633
125,139,1.33713
125,140,-1.695262
125,141,-0.625006
125,142,-5.208614
125,143,-0.579007
125,144,-2.844601
125,145,1.250948
125,146,-5.512041
125,147,-0.362683
125,148,-5.470592
125,149,-1.119391
125,150,-2.512086
125,151,0.993577
125,152,-3.522774
125,153,-0.293543
125,154,-1.367958
125,155,0.976543
125,156,0.048666
125,157,2.345359
125,158,-0.189085
125,159,-0.482196
125,160,-4.018955
125,161,-1.583598
125,162,-3.576299
125,163,-1.595007
125,164,3.034958
125,165,0.408177
125,166,-0.656976
125,167,2.915909
125,168,-1.214023
125,169,-3.346196
125,170,-1.519237
125,171,-3.882162
125,172,-0.064701
125,173,-1.647012
125,174,0.707702
125,175,-0.549879
125,176,2.521184
125,177,3.558057
125,178,3.567272
125,179,-2.677057
125,180,0.600495
125,181,0.209611
125,182,2.312867
125,183,-2.202651
125,184,-0.827929
125,185,-5.435994
125,186,0.019429
125,187,-0.340903
125,188,-1.619925
125,189,-0.675122
125,190,0.071456
125,191,-1.220103
125,192,4.462886
125,193,0.688814
125,194,-0.790794
125,195,-0.219237
125,196,0.668166
125,197,4.33214
125,198,2.001543
125,199,-0.000854
125,200,-6.080962
126,127,-0.222317
126,128,0.650244
126,129,-1.590184
126,130,-1.175932
126,131,-0.518175
126,132,1.055618
126,133,0.037742
126,134,-2.427903
126,135,-2.626535
126,136,5.977522
126,137,5.721929
126,138,0.167354
126,139,-0.04194
126,140,0.320029
126,141,1.661733
126,142,-0.706262
126,143,1.668593
126,144,-1.566658
126,145,6.687716
126,146,0.041552
126,147,-0.87437
126,148,-1.279815
126,149,1.044892
126,150,2.4243
126,151,-0.197301
126,152,-0.684613
126,153,0.360815
126,154,-1.251031
126,155,-1.825266
126,156,1.817277
126,157,2.662193
126,158,3.42434
126,159,-0.612328
126,160,-1.779539
126,161,4.674134
126,162,-2.564758
126,163,0.548216
126,164,0.775881
126,165,7.314673
126,166,4.442887
126,167,-1.226024
126,168,-1.017499
126,169,-4.109731
126,170,2.241518
126,171,-4.711295
126,172,3.259598
126,173,1.732524
126,174,4.960697
126,175,1.058591
126,176,-0.008428
126,177,-0.998173
126,178,-0.684082
126,179,-1.710816
126,180,0.157497
126,181,2.55565
126,182,2.487953
126,183,1.220517
126,184,1.454724
126,185,-1.449166
126,186,1.404348
126,187,-1.066397
126,188,0.685973
126,189,-0.891334
126,190,2.167646
126,191,-0.525232
126,192,0.106985
126,193,-1.243628
126,194,-1.243833
126,195,-0.343168
126,196,-1.781805
126,197,-0.055937
126,198,0.641581
126,199,2.020501
126,200,-7.075361
127,128,-0.684001
127,129,-4.793109
127,130,1.450094
127,131,2.365902
127,132,-0.274735
127,133,0.406156
127,134,-6.173621
127,135,-3.021663
127,136,3.499135
127,137,1.28964
127,138,1.720022
127,139,-1.572006
127,140,-3.2307
127,141,-4.905318
127,142,-3.933331
127,143,-0.274518
127,144,-1.421527
127,145,1.65202
127,146,-5.02843
127,147,1.208317
127,148,-2.57794
127,149,0.946795
127,150,3.245026
127,151,0.506545
127,152,2.231437
127,153,-0.352567
127,154,0.84629
127,155,-2.893038
127,156,3.664412
127,157,-0.000822
127,158,0.020138
127,159,0.389577
127,160,0.112965
127,161,1.00457
127,162,-0.138495
127,163,0.890835
127,164,0.056129
127,165,-1.3883
127,166,1.838702
127,167,-3.579589
127,168,-0.771042
127,169,-2.073209
127,170,1.343375
127,171,-2.629396
127,172,0.099287
127,173,-0.697425
127,174,2.140142
127,175,-0.463351
127,176,-0.013834
127,177,-2.403608
127,178,-2.158003
127,179,-0.084575
127,180,-0.897889
127,181,-1.62595
127,182,-0.088798
127,183,-1.443971
127,184,4.151672
127,185,1.156205
127,186,1.26973
127,187,2.639278
127,188,-2.132288
127,189,3.886733
127,190,5.219703
127,191,1.467727
127,192,-1.497072
127,193,-3.070612
127,194,-1.359846
127,195,0.189645
127,196,-2.657005
127,197,-1.1874
127,198,-0.012195
127,199,0.60543
127,200,-4.731623
128,129,-0.114434
128,130,-3.137426
128,131,2.174028
128,132,3.555307
128,133,0.431744
128,134,-1.044586
128,135,-1.969932
128,136,1.238096
128,137,1.520684
128,138,-0.361298
128,139,0.836537
128,140,-2.086301
128,141,-1.604342
128,142,-4.75941
128,143,-0.415332
128,144,-3.548101
128,145,1.646814
128,146,-4.778216
128,147,1.007022
128,148,-4.330941
128,149,1.109586
128,150,-0.604499
128,151,1.223276
128,152,-2.18676
128,153,2.706396
128,154,-1.45539
128,155,-1.098
128,156,4.581251
128,157,0.138447
128,158,0.241744
128,159,1.821133
128,160,-2.778343
128,161,1.259814
128,162,-3.235358
128,163,-1.696724
128,164,-0.148227
128,165,1.063669
128,166,0.832167
128,167,-0.224277
128,168,-0.649861
128,169,-2.007076
128,170,1.745237
128,171,-2.857526
128,172,4.581444
128,173,-0.684083
128,174,2.629799
128,175,1.925434
128,176,1.280918
128,177,-0.481565
128,178,0.140185
128,179,-2.51734
128,180,2.433784
128,181,2.633285
128,182,-0.176703
128,183,-0.582117
128,184,1.980006
128,185,-3.749971
128,186,4.272313
128,187,0.845345
128,188,0.741073
128,189,1.072285
128,190,4.586934
128,191,-1.235384
128,192,-0.058804
128,193,-0.108503
128,194,-0.838339
128,195,-1.106686
128,196,-1.101011
128,197,-0.104506
128,198,0.024223
128,199,-0.092335
128,200,-5.567809
129,130,-7.40626
129,131,-1.533256
129,132,0.395734
129,133,-1.996763
129,134,-0.306445
129,135,-1.449617
129,136,-2.243023
129,137,-0.223433
129,138,-2.865352
129,139,-1.352184
129,140,-4.601859
129,141,-2.713734
129,142,-8.31109
129,143,-3.760335
129,144,-6.614713
129,145,0.441899
129,146,-8.218444
129,147,-2.760385
129,148,-8.453966
129,149,-3.235737
129,150,-4.559599
129,151,-1.70804
129,152,-5.95526
129,153,0.647039
129,154,-4.960706
129,155,-0.134084
129,156,0.154905
129,157,-0.59697
129,158,-3.051162
129,159,-1.99862
129,160,-6.865038
129,161,-3.401241
129,162,-7.057593
129,163,-3.361753
129,164,-0.886449
129,165,-1.33731
129,166,-2.467388
129,167,1.15311
129,168,-3.651416
129,169,-3.614843
129,170,-2.80643
129,171,-4.597492
129,172,-0.100255
129,173,-4.572991
129,174,0.28209
129,175,-2.138424
129,176,-0.360576
129,177,1.643431
129,178,0.763815
129,179,-6.206104
129,180,-0.182179
129,181,0.984372
129,182,-1.338087
129,183,-4.597453
129,184,-2.578032
129,185,-8.173286
129,186,0.143077
129,187,-2.851901
129,188,-2.740334
129,189,-2.714301
129,190,0.216483
129,191,-3.115668
129,192,1.844695
129,193,-0.56415
129,194,-3.019822
129,195,-3.940799
129,196,-0.176046
129,197,1.411902
129,198,-1.696607
129,199,-2.335851
129,200,-6.955637
130,131,-1.066526
130,132,-3.907774
130,133,1.695393
130,134,-8.717861
130,135,-4.6121
130,136,-0.249436
130,137,-1.527357
130,138,-1.788605
130,139,-3.367618
130,140,-4.323659
130,141,-6.796568
130,142,-3.008422
130,143,-0.256047
130,144,1.840148
130,145,-1.213733
130,146,-4.963052
130,147,0.817549
130,148,-1.764615
130,149,-0.467767
130,150,-0.055598
130,151,0.894272
130,152,-0.033835
130,153,-4.472915
130,154,3.107006
130,155,-4.354235
130,156,0.438917
130,157,-1.116969
130,158,-0.043898
130,159,-2.150615
130,160,0.644642
130,161,-1.335949
130,162,3.508489
130,163,0.060722
130,164,-1.025607
130,165,-3.387782
130,166,-0.593421
130,167,-5.922819
130,168,-1.330686
130,169,-5.946096
130,170,0.784954
130,171,-6.050592
130,172,-3.018673
130,173,-1.44923
130,174,-2.192011
130,175,-2.222519
130,176,-0.004711
130,177,-3.978249
130,178,-3.448028
130,179,3.300902
130,180,-1.640847
130,181,-5.319658
130,182,1.487123
130,183,-2.927333
130,184,1.765768
130,185,0.272854
130,186,-1.866902
130,187,3.702683
130,188,-2.88407
130,189,-0.338274
130,190,1.603374
130,191,-1.047525
130,192,-4.00266
130,193,-5.213157
130,194,-3.311489
130,195,3.169422
130,196,-5.471143
130,197,-1.853249
130,198,-0.335428
130,199,0.375236
130,200,-7.631966
131,132,0.177714
131,133,2.791573
131,134,-2.933077
131,135,3.29142
131,136,2.107502
131,137,4.282593
131,138,2.824473
131,139,-0.886201
131,140,-2.827177
131,141,-2.913679
131,142,-4.381235
131,143,1.756733
131,144,-0.528017
131,145,4.953033
131,146,-5.758709
131,147,0.802173
131,148,-4.033207
131,149,-1.624425
131,150,0.769413
131,151,1.737162
131,152,0.75053
131,153,0.753074
131,154,1.57577
131,155,2.510747
131,156,-0.294824
131,157,3.813886
131,158,2.65739
131,159,0.053319
131,160,0.579194
131,161,-0.586367
131,162,-0.166351
131,163,4.28267
131,164,2.441093
131,165,0.706822
131,166,2.710204
131,167,-0.005287
131,168,2.542636
131,169,-0.917156
131,170,-2.340786
131,171,-1.077212
131,172,-0.4074
131,173,-0.016582
131,174,2.899838
131,175,-1.724566
131,176,1.372072
131,177,2.419252
131,178,1.513704
131,179,0.574355
131,180,-1.882654
131,181,1.268093
131,182,4.449025
131,183,-2.392973
131,184,-0.907326
131,185,-2.627626
131,186,-0.194184
131,187,0.613336
131,188,-3.703747
131,189,0.044841
131,190,-0.150163
131,191,3.955461
131,192,2.448128
131,193,0.485219
131,194,1.823523
131,195,2.376796
131,196,2.545537
131,197,3.903134
131,198,2.994495
131,199,4.669322
131,200,-2.396362
132,133,2.797745
132,134,-0.44673
132,135,1.792099
132,136,-0.592041
132,137,1.488781
132,138,0.386648
132,139,0.591439
132,140,-2.366319
132,141,-1.625133
132,142,-5.353362
132,143,0.046234
132,144,-2.183401
132,145,1.86681
132,146,-6.033121
132,147,1.133618
132,148,-5.412357
132,149,-1.652005
132,150,-1.970771
132,151,2.362174
132,152,-2.480655
132,153,0.026808
132,154,-0.26018
132,155,3.119819
132,156,-0.140719
132,157,3.014164
132,158,0.539975
132,159,0.465853
132,160,-2.582968
132,161,-1.746238
132,162,-2.370317
132,163,0.05366
132,164,3.228443
132,165,0.222716
132,166,-0.076506
132,167,2.616444
132,168,0.825599
132,169,-1.795757
132,170,-2.178001
132,171,-2.070617
132,172,-0.331468
132,173,-1.397167
132,174,0.871362
132,175,-1.194759
132,176,3.325823
132,177,4.853629
132,178,4.114771
132,179,-1.583485
132,180,-0.1713
132,181,0.328213
132,182,3.098872
132,183,-2.632202
132,184,-1.282033
132,185,-4.962691
132,186,0.112276
132,187,1.035857
132,188,-2.50462
132,189,0.102383
132,190,-0.031305
132,191,0.373681
132,192,4.527614
132,193,1.801777
132,194,1.352392
132,195,0.900082
132,196,2.303029
132,197,5.774346
132,198,3.0061
132,199,1.332527
132,200,-3.932954
133,134,-2.98869
133,135,-1.072537
133,136,9.712642
133,137,6.824352
133,138,3.946229
133,139,-0.343908
133,140,0.093473
133,141,-0.346173
133,142,-1.909453
133,143,1.087669
133,144,-1.646882
133,145,7.769457
133,146,-2.018321
133,147,0.599662
133,148,-1.146274
133,149,2.517429
133,150,6.238496
133,151,0.135647
133,152,3.798924
133,153,3.559027
133,154,-0.313878
133,155,-1.244989
133,156,4.448431
133,157,2.150314
133,158,2.273176
133,159,1.178369
133,160,0.520012
133,161,4.847617
133,162,-1.279007
133,163,4.923223
133,164,0.295867
133,165,3.56954
133,166,6.312101
133,167,-1.383303
133,168,0.138132
133,169,1.562224
133,170,3.216641
133,171,0.577249
133,172,3.418843
133,173,1.375153
133,174,8.981942
133,175,1.489364
133,176,-0.142374
133,177,-0.854069
133,178,-1.009508
133,179,-0.875512
133,180,0.121365
133,181,3.202129
133,182,1.399916
133,183,1.850687
133,184,4.714555
133,185,1.200945
133,186,3.084134
133,187,1.067108
133,188,0.052118
133,189,3.249067
133,190,5.50617
133,191,4.616583
133,192,0.288109
133,193,-1.30671
133,194,-0.095796
133,195,-0.320197
133,196,-0.347634
133,197,-0.150993
133,198,0.192145
133,199,2.978632
133,200,-1.591915
134,135,-3.883645
134,136,-3.446595
134,137,-1.822725
134,138,-4.845167
134,139,-2.284509
134,140,-4.922453
134,141,-2.384244
134,142,-8.726177
134,143,-4.785156
134,144,-7.415324
134,145,-1.307642
134,146,-8.343025
134,147,-3.997948
134,148,-9.123403
134,149,-3.946716
134,150,-5.890222
134,151,-2.700102
134,152,-7.571772
134,153,-0.907393
134,154,-5.998203
134,155,-2.143091
134,156,0.207434
134,157,-1.669651
134,158,-4.167563
134,159,-3.458177
134,160,-8.380324
134,161,-4.007972
134,162,-8.165388
134,163,-5.627666
134,164,-1.697366
134,165,-1.624114
134,166,-3.863892
134,167,0.027734
134,168,-5.380347
134,169,-5.695517
134,170,-2.664123
134,171,-6.724916
134,172,0.371489
134,173,-5.458225
134,174,-1.104331
134,175,-2.684743
134,176,-1.175088
134,177,-0.135048
134,178,-0.140214
134,179,-7.265266
134,180,-0.616957
134,181,0.768745
134,182,-2.188507
134,183,-5.12642
134,184,-3.436492
134,185,-9.255827
134,186,-0.106879
134,187,-3.967945
134,188,-1.86974
134,189,-4.384988
134,190,0.562747
134,191,-5.378235
134,192,0.098629
134,193,-1.871638
134,194,-4.862526
134,195,-4.896608
134,196,-2.787551
134,197,0.035671
134,198,-2.651332
134,199,-4.093663
134,200,-9.256603
135,136,1.364847
135,137,0.958877
135,138,0.556152
135,139,-2.487199
135,140,-6.344218
135,141,-5.86811
135,142,-8.821872
135,143,-3.690701
135,144,-6.43762
135,145,2.151736
135,146,-9.28117
135,147,0.303408
135,148,-7.973318
135,149,-2.848622
135,150,-1.291946
135,151,0.247717
135,152,-2.222634
135,153,3.029364
135,154,-3.754769
135,155,0.057672
135,156,1.801096
135,157,-2.117943
135,158,-2.918608
135,159,1.428537
135,160,-3.930085
135,161,-2.576703
135,162,-5.227881
135,163,1.656055
135,164,-2.671257
135,165,-2.914443
135,166,-0.121099
135,167,-1.46721
135,168,-1.141133
135,169,3.550413
135,170,-2.549277
135,171,2.289743
135,172,0.246792
135,173,-4.472424
135,174,3.802249
135,175,-2.642433
135,176,0.242379
135,177,-0.20359
135,178,-0.150547
135,179,-4.85681
135,180,-1.922289
135,181,0.789045
135,182,-2.48454
135,183,-4.934277
135,184,-0.914991
135,185,-5.73459
135,186,2.116992
135,187,0.525011
135,188,-4.089358
135,189,1.201039
135,190,2.926734
135,191,2.238003
135,192,-1.21642
135,193,0.428997
135,194,-1.003216
135,195,-3.417389
135,196,0.016978
135,197,-0.437859
135,198,-2.223094
135,199,-0.988428
135,200,-0.113903
136,137,-0.043608
136,138,-0.086828
136,139,1.786768
136,140,0.413081
136,141,-2.259607
136,142,0.910329
136,143,1.872497
136,144,8.215038
136,145,0.049908
136,146,-0.232312
136,147,5.73789
136,148,-0.018354
136,149,1.813195
136,150,-0.060945
136,151,7.908562
136,152,-0.098632
136,153,-1.325353
136,154,7.265186
136,155,1.926271
136,156,2.455415
136,157,1.65003
136,158,1.68509
136,159,1.726417
136,160,1.606965
136,161,-0.022438
136,162,6.097442
136,163,0.848968
136,164,4.235498
136,165,-0.736845
136,166,0.187856
136,167,-0.423882
136,168,3.789697
136,169,-1.969412
136,170,3.359571
136,171,-1.780122
136,172,-0.012569
136,173,0.596054
136,174,-0.615074
136,175,1.357809
136,176,8.443885
136,177,2.381685
136,178,3.261253
136,179,5.887245
136,180,6.647632
136,181,-2.069378
136,182,4.522432
136,183,-0.064448
136,184,2.830827
136,185,-0.110832
136,186,1.363839
136,187,8.63233
136,188,4.619768
136,189,1.971882
136,190,3.560744
136,191,0.18841
136,192,0.962023
136,193,0.252196
136,194,0.879626
136,195,8.581605
136,196,-0.924143
136,197,4.805221
136,198,4.364267
136,199,1.626003
136,200,-2.839226
137,138,-0.235286
137,139,2.982886
137,140,0.448873
137,141,-1.635231
137,142,0.424136
137,143,0.953511
137,144,3.469747
137,145,-1.6e-05
137,146,-0.510796
137,147,6.260568
137,148,-0.68143
137,149,2.733024
137,150,-0.617275
137,151,7.527634
137,152,-1.241327
137,153,0.721096
137,154,5.421425
137,155,2.258139
137,156,4.257136
137,157,0.97646
137,158,0.571783
137,159,3.94191
137,160,-0.722464
137,161,0.491232
137,162,3.058503
137,163,-1.123131
137,164,3.457258
137,165,-0.295765
137,166,-0.191071
137,167,1.058933
137,168,1.391437
137,169,-0.013553
137,170,3.827359
137,171,-0.304399
137,172,1.884736
137,173,0.207771
137,174,0.323258
137,175,2.76375
137,176,9.011021
137,177,3.487052
137,178,4.926722
137,179,3.600236
137,180,6.130152
137,181,-0.244237
137,182,2.355415
137,183,0.603676
137,184,3.358788
137,185,-1.319255
137,186,3.549307
137,187,8.260004
137,188,4.09079
137,189,3.383335
137,190,5.202097
137,191,-0.624635
137,192,1.51981
137,193,2.353825
137,194,0.935869
137,195,5.841436
137,196,0.561859
137,197,3.996658
137,198,3.528042
137,199,0.251247
137,200,-2.868089
138,139,-0.559574
138,140,-3.663044
138,141,-4.88372
138,142,-4.977827
138,143,-0.061888
138,144,-1.476325
138,145,-0.175798
138,146,-6.06618
138,147,4.746452
138,148,-4.073148
138,149,-0.109415
138,150,-0.644545
138,151,4.550608
138,152,-0.977404
138,153,-0.317672
138,154,1.247725
138,155,0.984216
138,156,2.214244
138,157,-0.187501
138,158,0.111497
138,159,2.83982
138,160,-0.090776
138,161,0.161386
138,162,-0.098493
138,163,-0.415458
138,164,0.366896
138,165,-1.791617
138,166,-0.004344
138,167,-1.860171
138,168,1.997164
138,169,-1.042549
138,170,-0.594724
138,171,-1.006233
138,172,0.798889
138,173,-0.909613
138,174,-0.055485
138,175,-0.327634
138,176,3.530092
138,177,0.871222
138,178,1.211799
138,179,0.259104
138,180,-0.345621
138,181,-1.573996
138,182,0.919228
138,183,-1.945225
138,184,0.697708
138,185,-2.838377
138,186,2.434237
138,187,4.593466
138,188,-2.376009
138,189,2.219704
138,190,2.453614
138,191,-0.11733
138,192,-0.667554
138,193,-0.069528
138,194,1.071286
138,195,1.749656
138,196,-0.781583
138,197,2.44291
138,198,1.465445
138,199,0.475458
138,200,-2.8517
139,140,-0.633925
139,141,-0.09611
139,142,-3.873102
139,143,0.133402
139,144,-3.269501
139,145,3.160412
139,146,-3.756503
139,147,-1.279656
139,148,-3.90771
139,149,0.726229
139,150,-0.381297
139,151,-0.453233
139,152,-2.445744
139,153,0.0876
139,154,-2.120677
139,155,-1.493688
139,156,1.123438
139,157,1.970955
139,158,1.183014
139,159,-0.98179
139,160,-3.489486
139,161,1.415013
139,162,-3.875799
139,163,-1.226414
139,164,0.570079
139,165,3.245663
139,166,1.502708
139,167,-0.799146
139,168,-1.671485
139,169,-4.226113
139,170,0.808896
139,171,-4.852219
139,172,1.932156
139,173,-0.218787
139,174,3.492899
139,175,0.734696
139,176,0.013251
139,177,-0.618397
139,178,-0.332602
139,179,-2.986988
139,180,-0.051488
139,181,1.639813
139,182,1.288663
139,183,0.118701
139,184,1.092296
139,185,-3.819419
139,186,0.750875
139,187,-1.443016
139,188,-0.578191
139,189,-1.282032
139,190,1.235009
139,191,-1.352802
139,192,0.442403
139,193,-0.812908
139,194,-1.536832
139,195,-1.31027
139,196,-1.52863
139,197,0.157144
139,198,0.342197
139,199,0.599968
139,200,-7.237472
140,141,-0.541681
140,142,-2.204914
140,143,-1.271788
140,144,-2.157637
140,145,0.756164
140,146,-1.761702
140,147,-2.130346
140,148,-2.960857
140,149,0.296236
140,150,-1.712511
140,151,-0.226397
140,152,-4.245162
140,153,-3.209778
140,154,-1.55562
140,155,-5.217281
140,156,0.058323
140,157,-1.019746
140,158,-1.058985
140,159,-3.194189
140,160,-5.025984
140,161,1.148514
140,162,-3.464792
140,163,-4.133889
140,164,-0.486816
140,165,1.296034
140,166,-0.544228
140,167,-3.646452
140,168,-4.782243
140,169,-7.583517
140,170,1.616223
140,171,-8.21133
140,172,0.123866
140,173,-0.997417
140,174,1.408603
140,175,0.541669
140,176,0.13614
140,177,-3.499983
140,178,-2.549048
140,179,-2.468642
140,180,0.59091
140,181,-1.541069
140,182,-0.568943
140,183,0.321608
140,184,0.328789
140,185,-4.014661
140,186,-1.05115
140,187,-1.523225
140,188,0.699297
140,189,-3.10002
140,190,0.475915
140,191,-4.510757
140,192,-2.566652
140,193,-4.504517
140,194,-5.073073
140,195,-0.471839
140,196,-5.382613
140,197,-2.391865
140,198,-0.963158
140,199,-2.521054
140,200,-10.683055
141,142,-4.324931
141,143,-3.053091
141,144,-3.036973
141,145,-1.311459
141,146,-3.62502
141,147,-2.792444
141,148,-5.537443
141,149,-1.035334
141,150,-4.381517
141,151,-0.903068
141,152,-6.428917
141,153,-2.445855
141,154,-2.70519
141,155,-4.328412
141,156,0.438875
141,157,-1.767978
141,158,-2.961026
141,159,-3.373501
141,160,-7.059426
141,161,-1.696687
141,162,-5.069267
141,163,-5.887743
141,164,0.957387
141,165,-0.406973
141,166,-2.968632
141,167,-1.72804
141,168,-5.516335
141,169,-7.298527
141,170,1.333843
141,171,-8.121758
141,172,0.820777
141,173,-3.275569
141,174,-0.654235
141,175,0.005599
141,176,2.296387
141,177,-1.71653
141,178,-0.503348
141,179,-4.133355
141,180,2.707105
141,181,-0.249004
141,182,-1.169611
141,183,-2.088038
141,184,-0.734772
141,185,-6.599049
141,186,-0.538984
141,187,-1.893998
141,188,2.394482
141,189,-3.727621
141,190,0.981999
141,191,-5.757241
141,192,-1.304789
141,193,-3.475631
141,194,-5.418601
141,195,-1.303653
141,196,-4.73242
141,197,-0.834186
141,198,-0.943281
141,199,-4.022757
141,200,-10.734708
142,143,-2.352958
142,144,0.777684
142,145,0.471422
142,146,-0.549139
142,147,-3.241946
142,148,-0.657611
142,149,-0.781114
142,150,-0.476372
142,151,-2.473811
142,152,-3.684115
142,153,-6.14343
142,154,0.261554
142,155,-7.982979
142,156,-1.342249
142,157,-2.607206
142,158,-1.635243
142,159,-5.27325
142,160,-4.675454
142,161,0.130437
142,162,-0.816533
142,163,-4.239347
142,164,-2.465335
142,165,-0.738434
142,166,-0.149703
142,167,-6.984677
142,168,-6.395488
142,169,-9.759533
142,170,2.093727
142,171,-10.246564
142,172,-3.071327
142,173,-1.664418
142,174,-1.727511
142,175,-2.078535
142,176,-1.396812
142,177,-6.367899
142,178,-5.472301
142,179,-0.844006
142,180,0.053396
142,181,-5.202693
142,182,-1.708179
142,183,-1.807908
142,184,0.479352
142,185,-1.541594
142,186,-3.543299
142,187,0.016921
142,188,0.250498
142,189,-3.947807
142,190,-0.130857
142,191,-5.487796
142,192,-5.449445
142,193,-7.651355
142,194,-7.192081
142,195,-0.410437
142,196,-8.209501
142,197,-4.864926
142,198,-3.201835
142,199,-3.327933
142,200,-12.511198
143,144,-0.603557
143,145,1.046771
143,146,-3.050707
143,147,2.076338
143,148,-1.08866
143,149,3.407127
143,150,1.165501
143,151,1.432546
143,152,-0.267455
143,153,-0.572695
143,154,1.532379
143,155,-3.05665
143,156,4.183481
143,157,0.012104
143,158,0.079986
143,159,0.548014
143,160,-1.033605
143,161,1.965494
143,162,0.381785
143,163,-1.227512
143,164,0.390095
143,165,-0.276851
143,166,1.025105
143,167,-2.566308
143,168,-1.552522
143,169,-3.6819
143,170,3.316474
143,171,-4.24687
143,172,1.269763
143,173,0.036905
143,174,1.651642
143,175,1.786789
143,176,1.253055
143,177,-2.061386
143,178,-1.403519
143,179,0.645911
143,180,1.383506
143,181,-1.018689
143,182,0.033121
143,183,0.505743
143,184,4.638486
143,185,0.052797
143,186,1.985591
143,187,3.283582
143,188,0.338359
143,189,2.155244
143,190,4.547096
143,191,-0.814092
143,192,-0.994547
143,193,-2.636625
143,194,-2.001688
143,195,0.882924
143,196,-2.923446
143,197,-1.019382
143,198,0.23224
143,199,-0.286814
143,200,-6.653126
144,145,5.682711
144,146,0.10611
144,147,-1.233053
144,148,0.643128
144,149,1.02974
144,150,4.738149
144,151,-1.816651
144,152,1.110916
144,153,-2.604498
144,154,-0.10198
144,155,-6.127318
144,156,2.831422
144,157,-0.988142
144,158,0.85114
144,159,-2.460915
144,160,-0.760246
144,161,3.505867
144,162,0.033335
144,163,0.316312
144,164,-2.309601
144,165,2.66783
144,166,4.088899
144,167,-5.878279
144,168,-3.746792
144,169,-5.664904
144,170,3.756407
144,171,-6.338466
144,172,-0.044839
144,173,0.118851
144,174,2.459096
144,175,-0.764889
144,176,-2.038258
144,177,-5.374407
144,178,-4.836281
144,179,-0.261882
144,180,-1.015967
144,181,-2.020683
144,182,-0.17857
144,183,-0.488643
144,184,5.441645
144,185,4.187762
144,186,-0.344413
144,187,1.452098
144,188,-0.408311
144,189,0.566944
144,190,5.97299
144,191,-1.497962
144,192,-4.304227
144,193,-5.901943
144,194,-4.670004
144,195,-0.565125
144,196,-5.920836
144,197,-4.073608
144,198,-2.428353
144,199,-0.344547
144,200,-8.534578
145,146,-0.085771
145,147,7.40128
145,148,-0.384351
145,149,2.928676
145,150,-0.44625
145,151,8.931923
145,152,-0.998688
145,153,1.055869
145,154,6.178398
145,155,3.727458
145,156,4.836592
145,157,1.093881
145,158,0.667432
145,159,4.212334
145,160,-0.292542
145,161,0.559313
145,162,4.106995
145,163,-0.859181
145,164,3.890404
145,165,-0.249156
145,166,-0.154465
145,167,1.395574
145,168,1.980228
145,169,1.349534
145,170,4.787605
145,171,1.477589
145,172,2.201533
145,173,0.233419
145,174,0.374718
145,175,2.85271
145,176,10.335986
145,177,3.785181
145,178,5.214247
145,179,4.197743
145,180,7.971747
145,181,0.049687
145,182,2.717903
145,183,0.614596
145,184,3.983609
145,185,-0.778358
145,186,4.15382
145,187,10.285963
145,188,6.051714
145,189,3.602032
145,190,6.227216
145,191,-0.479239
145,192,1.714175
145,193,3.08584
145,194,1.136356
145,195,6.476638
145,196,0.591962
145,197,4.625335
145,198,3.799341
145,199,0.404221
145,200,-1.369458
146,147,-4.512596
146,148,-2.489077
146,149,-2.08233
146,150,-2.267572
146,151,-2.966738
146,152,-5.446334
146,153,-6.859714
146,154,-1.481363
146,155,-8.219052
146,156,-2.848618
146,157,-2.937782
146,158,-2.412377
146,159,-6.281399
146,160,-6.256688
146,161,-0.622676
146,162,-3.240174
146,163,-5.491729
146,164,-2.117944
146,165,-0.544229
146,166,-1.366553
146,167,-6.715604
146,168,-7.287748
146,169,-10.823385
146,170,-0.000908
146,171,-11.314104
146,172,-3.614928
146,173,-2.530499
146,174,-2.383321
146,175,-2.667648
146,176,-0.746881
146,177,-6.123212
146,178,-5.152934
146,179,-2.577628
146,180,0.600898
146,181,-5.420275
146,182,-1.939477
146,183,-2.385468
146,184,-1.630851
146,185,-3.965405
146,186,-4.4971
146,187,-2.429986
146,188,0.666833
146,189,-5.610721
146,190,-2.047026
146,191,-6.696651
146,192,-5.26184
146,193,-7.837029
146,194,-7.908105
146,195,-0.533679
146,196,-8.531635
146,197,-4.634187
146,198,-3.283579
146,199,-4.228328
146,200,-13.612358
147,148,-2.422343
147,149,-0.229342
147,150,3.858162
147,151,0.110772
147,152,2.944097
147,153,2.505839
147,154,-0.08657
147,155,-0.223389
147,156,1.221391
147,157,3.872682
147,158,2.983007
147,159,0.139435
147,160,0.62665
147,161,1.539566
147,162,-1.138984
147,163,6.167493
147,164,1.209054
147,165,1.459206
147,166,5.357907
147,167,-1.516861
147,168,1.041782
147,169,0.741362
147,170,-0.677277
147,171,0.349808
147,172,0.711438
147,173,1.280879
147,174,6.640108
147,175,-0.912803
147,176,-0.294758
147,177,0.012102
147,178,-0.603812
147,179,-0.507139
147,180,-1.922613
147,181,1.6097
147,182,2.871411
147,183,-1.065663
147,184,1.158314
